age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
25;management;single;tertiary;no;2399;yes;no;unknown;3;jun;193;2;-1;0;unknown;no
50;self-employed;married;secondary;no;38;yes;no;cellular;9;jul;42;1;-1;0;unknown;no
58;housemaid;divorced;primary;no;0;no;no;unknown;18;jun;290;2;-1;0;unknown;no
41;technician;divorced;secondary;no;348;yes;no;cellular;7;may;225;2;275;2;failure;no
29;management;single;tertiary;no;0;yes;no;cellular;9;jul;150;1;-1;0;unknown;no
37;blue-collar;married;secondary;no;-158;yes;yes;cellular;7;may;892;2;-1;0;unknown;no
53;management;married;tertiary;no;1945;no;no;telephone;7;aug;262;7;-1;0;unknown;no
38;management;single;tertiary;no;126;yes;no;unknown;30;may;355;2;-1;0;unknown;no
37;management;married;tertiary;no;64;no;no;cellular;7;may;219;1;295;1;failure;no
48;admin.;married;secondary;no;13551;no;no;unknown;11;jun;89;3;-1;0;unknown;no
53;management;married;tertiary;no;-388;yes;no;cellular;14;may;111;3;356;1;other;no
52;blue-collar;married;secondary;no;8180;yes;no;cellular;13;apr;81;1;144;1;failure;no
62;housemaid;married;secondary;no;565;no;no;cellular;4;sep;123;3;-1;0;unknown;no
48;management;married;secondary;no;286;no;no;cellular;12;aug;127;1;-1;0;unknown;no
36;management;divorced;tertiary;no;5195;yes;no;unknown;2;jun;55;25;-1;0;unknown;no
60;retired;single;secondary;no;74;yes;no;telephone;28;jul;29;8;-1;0;unknown;no
50;retired;married;primary;no;1098;no;no;unknown;17;jun;168;1;-1;0;unknown;no
55;admin.;single;secondary;yes;986;no;yes;cellular;2;feb;12;3;-1;0;unknown;no
39;blue-collar;married;primary;no;499;yes;no;cellular;13;may;156;1;-1;0;unknown;no
56;blue-collar;married;unknown;no;0;no;no;cellular;18;aug;82;3;-1;0;unknown;no
45;management;married;tertiary;yes;-577;yes;yes;cellular;24;jul;204;1;-1;0;unknown;no
30;management;single;tertiary;no;812;no;no;cellular;12;aug;91;4;-1;0;unknown;no
69;retired;married;primary;no;324;no;no;cellular;12;aug;875;1;189;4;success;no
38;services;married;secondary;no;-762;yes;yes;unknown;30;may;408;2;-1;0;unknown;no
47;admin.;married;secondary;no;411;yes;no;cellular;13;may;157;1;-1;0;unknown;no
43;blue-collar;married;secondary;no;833;no;no;cellular;17;jul;156;1;-1;0;unknown;no
56;management;married;tertiary;no;73;yes;no;cellular;8;may;122;1;368;2;failure;no
30;student;single;tertiary;no;7513;no;no;cellular;11;aug;269;2;-1;0;unknown;no
32;blue-collar;married;primary;no;2114;yes;no;telephone;17;apr;40;1;-1;0;unknown;no
49;self-employed;married;tertiary;no;202;yes;no;cellular;18;nov;139;1;166;3;other;no
50;admin.;married;secondary;no;2971;no;no;cellular;9;jun;722;2;-1;0;unknown;no
49;blue-collar;single;secondary;no;143;yes;no;unknown;6;may;83;1;-1;0;unknown;no
42;blue-collar;single;unknown;no;961;yes;no;cellular;18;may;10;6;354;1;failure;no
53;services;married;secondary;no;125;yes;no;cellular;8;may;176;1;-1;0;unknown;no
53;technician;married;tertiary;no;2336;no;no;telephone;30;jan;173;2;2;3;other;no
31;technician;single;secondary;no;-423;yes;no;cellular;8;may;103;6;-1;0;unknown;no
34;services;married;secondary;no;0;yes;no;cellular;29;jul;55;3;-1;0;unknown;no
31;management;single;tertiary;no;284;no;no;cellular;21;aug;45;4;-1;0;unknown;no
60;services;married;secondary;no;8837;yes;no;unknown;16;may;144;4;-1;0;unknown;no
32;services;single;secondary;no;1364;yes;yes;unknown;17;jun;85;5;-1;0;unknown;no
38;technician;single;secondary;no;173;no;no;cellular;29;aug;150;4;-1;0;unknown;no
38;technician;married;tertiary;no;-3;no;no;cellular;20;nov;251;2;101;3;failure;no
50;technician;divorced;tertiary;no;1679;yes;no;cellular;24;jul;604;2;-1;0;unknown;no
46;management;married;secondary;no;5559;no;no;unknown;17;jun;483;1;-1;0;unknown;no
30;admin.;married;secondary;no;214;yes;yes;unknown;26;may;219;1;-1;0;unknown;no
36;unemployed;married;secondary;no;439;yes;no;telephone;6;feb;18;6;-1;0;unknown;no
31;services;single;tertiary;no;1626;no;no;unknown;31;jul;15;1;-1;0;unknown;no
58;technician;married;secondary;no;175;no;no;cellular;12;aug;92;4;-1;0;unknown;no
53;technician;married;secondary;no;-46;no;no;cellular;29;jan;87;2;-1;0;unknown;no
51;management;divorced;tertiary;no;1267;yes;no;unknown;30;may;254;2;-1;0;unknown;no
45;admin.;married;secondary;no;356;no;no;cellular;25;aug;42;6;-1;0;unknown;no
46;technician;married;secondary;no;0;yes;no;cellular;19;nov;161;2;-1;0;unknown;no
34;student;single;primary;no;3004;no;no;unknown;28;may;49;3;-1;0;unknown;no
54;management;divorced;tertiary;no;3473;yes;no;cellular;12;aug;306;2;-1;0;unknown;no
36;blue-collar;married;secondary;no;0;no;no;unknown;20;jun;332;3;-1;0;unknown;no
39;unemployed;married;tertiary;no;1108;yes;no;cellular;18;nov;191;2;-1;0;unknown;no
42;technician;married;unknown;no;254;yes;no;cellular;9;apr;241;1;336;1;failure;no
31;management;single;secondary;no;202;yes;no;cellular;7;may;590;1;-1;0;unknown;no
59;blue-collar;married;primary;no;616;no;no;cellular;4;feb;253;3;215;2;other;no
58;retired;married;secondary;no;901;yes;yes;cellular;30;jul;235;2;-1;0;unknown;no
27;management;single;tertiary;no;2061;yes;no;unknown;30;may;72;3;-1;0;unknown;no
34;management;single;tertiary;no;8038;yes;no;cellular;20;apr;29;3;152;1;failure;no
41;management;married;tertiary;no;23;no;no;cellular;22;aug;80;2;-1;0;unknown;no
38;admin.;married;secondary;no;46;yes;yes;unknown;6;may;195;1;-1;0;unknown;no
52;unemployed;married;primary;no;426;no;no;cellular;8;jun;252;5;-1;0;unknown;no
72;blue-collar;married;primary;no;4415;no;no;telephone;13;oct;120;1;-1;0;unknown;no
37;entrepreneur;single;tertiary;no;1467;yes;yes;cellular;17;nov;349;1;-1;0;unknown;no
34;blue-collar;married;secondary;no;360;yes;no;telephone;19;nov;46;1;182;2;failure;no
45;services;married;secondary;no;219;yes;yes;cellular;29;jul;142;8;-1;0;unknown;no
53;technician;married;secondary;no;472;yes;yes;unknown;20;jun;325;1;-1;0;unknown;no
61;management;married;tertiary;no;7935;no;no;cellular;26;aug;427;17;-1;0;unknown;no
26;self-employed;married;secondary;no;492;yes;yes;cellular;15;may;439;4;-1;0;unknown;no
36;management;single;tertiary;no;1283;no;no;cellular;18;aug;92;5;-1;0;unknown;no
34;management;married;secondary;no;724;yes;no;cellular;25;may;305;1;-1;0;unknown;no
41;technician;married;secondary;no;2125;yes;yes;cellular;21;nov;285;3;116;4;failure;no
39;management;married;tertiary;no;-233;yes;no;cellular;19;nov;249;1;-1;0;unknown;no
33;unemployed;married;secondary;no;456;no;no;telephone;11;nov;119;1;-1;0;unknown;no
45;services;married;primary;no;-79;yes;no;cellular;20;apr;59;4;348;2;failure;no
33;technician;married;secondary;yes;-708;no;no;cellular;29;aug;93;2;-1;0;unknown;no
43;blue-collar;married;primary;no;-93;yes;no;unknown;26;may;402;2;-1;0;unknown;no
50;blue-collar;married;secondary;no;2419;yes;no;cellular;11;may;309;1;342;3;other;no
58;retired;married;secondary;no;1067;no;no;telephone;10;jul;445;1;-1;0;unknown;no
23;blue-collar;single;primary;no;8627;yes;no;cellular;15;may;169;1;346;1;failure;no
28;management;married;tertiary;no;1246;no;no;cellular;4;feb;239;2;-1;0;unknown;no
50;management;married;tertiary;no;412;yes;yes;cellular;11;aug;40;5;-1;0;unknown;no
44;entrepreneur;married;tertiary;no;3463;yes;yes;cellular;28;jan;290;2;153;3;failure;no
37;technician;married;secondary;no;1116;yes;no;cellular;3;feb;18;6;201;7;other;no
44;technician;single;secondary;no;196;yes;no;cellular;6;feb;386;3;-1;0;unknown;no
29;technician;married;secondary;no;1097;yes;no;unknown;2;jun;90;3;-1;0;unknown;no
55;technician;married;tertiary;no;0;no;no;cellular;17;nov;501;1;-1;0;unknown;no
32;student;single;unknown;no;4110;no;no;cellular;6;feb;119;8;-1;0;unknown;no
35;services;single;secondary;no;0;yes;no;cellular;13;may;419;2;-1;0;unknown;no
50;blue-collar;married;primary;no;859;yes;yes;telephone;9;feb;56;5;196;7;failure;no
47;management;divorced;secondary;no;0;yes;no;cellular;18;nov;75;2;-1;0;unknown;no
45;blue-collar;married;secondary;no;2644;yes;no;cellular;21;nov;36;2;-1;0;unknown;no
37;self-employed;married;secondary;no;3396;no;no;cellular;18;aug;69;6;-1;0;unknown;no
38;technician;single;tertiary;no;1369;yes;no;cellular;3;feb;841;3;-1;0;unknown;no
37;services;married;secondary;no;1785;yes;no;unknown;26;may;912;4;-1;0;unknown;no
42;management;married;tertiary;no;520;no;no;cellular;4;nov;158;1;-1;0;unknown;no
41;management;married;secondary;no;1956;no;no;cellular;4;may;114;6;168;11;other;no
40;management;married;tertiary;no;-495;no;yes;cellular;29;jul;303;2;-1;0;unknown;no
64;technician;married;tertiary;no;826;no;no;telephone;22;apr;101;1;-1;0;unknown;no
31;unemployed;married;tertiary;no;3640;no;no;cellular;20;nov;120;1;-1;0;unknown;no
36;management;married;tertiary;no;871;no;no;cellular;18;nov;170;1;-1;0;unknown;no
28;management;single;tertiary;no;-56;no;yes;cellular;23;jul;884;1;-1;0;unknown;no
58;retired;divorced;secondary;no;-808;yes;no;cellular;8;may;75;4;-1;0;unknown;no
32;student;married;secondary;no;0;no;no;cellular;28;jan;558;1;-1;0;unknown;no
50;admin.;single;secondary;no;642;no;no;cellular;18;nov;435;1;-1;0;unknown;no
34;management;single;tertiary;no;872;yes;no;unknown;7;may;105;2;-1;0;unknown;no
20;blue-collar;single;secondary;no;129;yes;yes;unknown;13;may;190;1;-1;0;unknown;no
54;management;married;tertiary;no;0;no;no;cellular;5;aug;214;3;-1;0;unknown;no
37;blue-collar;married;secondary;no;362;yes;no;unknown;20;may;277;2;-1;0;unknown;no
33;blue-collar;married;secondary;no;1624;yes;yes;unknown;21;may;951;2;-1;0;unknown;no
30;services;single;secondary;no;572;yes;no;cellular;5;may;237;1;319;4;other;no
33;services;married;secondary;no;310;yes;no;unknown;8;may;172;4;-1;0;unknown;no
35;admin.;married;secondary;no;561;yes;no;cellular;5;may;168;2;-1;0;unknown;no
24;unemployed;married;secondary;no;6;no;no;unknown;17;jun;21;1;-1;0;unknown;no
23;student;single;secondary;no;43;no;no;unknown;27;aug;4;1;-1;0;unknown;no
50;blue-collar;married;secondary;no;616;yes;no;cellular;6;aug;439;6;-1;0;unknown;no
48;blue-collar;married;primary;no;4;yes;no;unknown;8;may;198;1;-1;0;unknown;no
24;blue-collar;married;secondary;no;32;no;no;unknown;13;may;264;3;-1;0;unknown;no
59;technician;married;secondary;no;283;no;no;cellular;25;aug;272;4;-1;0;unknown;no
36;technician;divorced;tertiary;no;1762;yes;no;unknown;3;jun;259;1;-1;0;unknown;no
53;blue-collar;married;unknown;no;1230;no;no;cellular;5;aug;155;3;-1;0;unknown;no
32;self-employed;married;secondary;no;413;yes;no;cellular;11;jul;712;2;-1;0;unknown;no
29;housemaid;married;primary;no;417;no;no;cellular;23;jul;108;2;-1;0;unknown;no
40;management;single;unknown;no;838;yes;no;unknown;12;may;619;3;-1;0;unknown;no
32;management;married;tertiary;no;2349;no;no;cellular;14;aug;134;5;-1;0;unknown;no
30;technician;married;tertiary;no;910;no;no;cellular;14;aug;228;2;-1;0;unknown;no
35;blue-collar;divorced;primary;no;0;no;no;unknown;12;jun;200;1;-1;0;unknown;no
36;blue-collar;married;primary;no;1548;yes;yes;cellular;18;may;226;2;-1;0;unknown;no
51;blue-collar;married;secondary;no;285;yes;yes;cellular;27;aug;27;8;-1;0;unknown;no
59;technician;divorced;secondary;no;879;yes;no;unknown;26;may;228;1;-1;0;unknown;no
46;management;married;primary;no;-292;yes;no;telephone;17;nov;100;1;-1;0;unknown;no
34;technician;married;primary;no;926;yes;yes;unknown;2;jun;142;2;-1;0;unknown;no
42;technician;divorced;secondary;no;-593;no;no;cellular;28;jan;69;1;-1;0;unknown;no
34;blue-collar;single;secondary;no;0;yes;no;cellular;9;jul;130;1;-1;0;unknown;no
42;blue-collar;married;secondary;no;179;yes;no;cellular;17;nov;96;1;-1;0;unknown;no
33;blue-collar;divorced;primary;no;60;no;no;unknown;9;may;131;1;-1;0;unknown;no
42;admin.;married;secondary;no;2656;yes;no;unknown;14;may;238;1;-1;0;unknown;no
44;technician;divorced;tertiary;no;245;yes;no;cellular;2;feb;347;2;-1;0;unknown;no
44;management;married;tertiary;no;0;yes;no;unknown;28;may;260;1;-1;0;unknown;no
38;technician;single;tertiary;no;1077;yes;yes;cellular;29;jan;87;1;-1;0;unknown;no
30;services;single;secondary;no;370;no;no;cellular;20;nov;142;1;-1;0;unknown;no
43;unemployed;married;secondary;no;210;yes;no;unknown;12;may;88;5;-1;0;unknown;no
30;management;single;tertiary;no;0;no;no;cellular;25;aug;144;18;-1;0;unknown;no
45;technician;married;primary;no;-63;yes;no;cellular;20;apr;847;5;-1;0;unknown;no
56;retired;married;secondary;no;2330;no;no;cellular;8;may;209;1;-1;0;unknown;no
43;services;married;unknown;no;790;no;no;cellular;2;feb;126;1;-1;0;unknown;no
30;entrepreneur;married;tertiary;no;23;yes;yes;cellular;19;nov;375;1;-1;0;unknown;no
60;admin.;married;unknown;no;2667;yes;no;unknown;15;may;140;1;-1;0;unknown;no
32;management;single;tertiary;no;574;yes;no;cellular;20;nov;171;1;127;2;failure;no
35;management;married;tertiary;no;178;no;no;cellular;14;aug;76;2;-1;0;unknown;no
43;management;married;tertiary;no;1;no;no;cellular;22;aug;239;4;-1;0;unknown;no
31;management;single;tertiary;no;0;no;no;cellular;25;aug;191;5;-1;0;unknown;no
57;management;single;unknown;no;5368;yes;no;cellular;21;nov;585;1;-1;0;unknown;no
35;technician;married;secondary;no;1057;yes;no;cellular;21;jul;144;2;-1;0;unknown;no
32;blue-collar;single;secondary;no;6982;yes;no;cellular;20;nov;224;2;183;1;failure;no
41;management;married;tertiary;no;4063;yes;no;cellular;12;may;14;5;172;2;failure;no
44;blue-collar;married;primary;no;1511;yes;no;unknown;16;may;96;2;-1;0;unknown;no
31;blue-collar;married;secondary;no;1017;yes;no;unknown;29;may;514;3;-1;0;unknown;no
57;unemployed;divorced;secondary;no;79;yes;no;unknown;1;mar;60;1;592;2;failure;no
34;blue-collar;married;secondary;no;-563;yes;no;unknown;26;may;252;1;-1;0;unknown;no
49;blue-collar;single;primary;no;1040;no;no;cellular;8;jul;474;2;-1;0;unknown;no
43;blue-collar;married;primary;no;2901;yes;no;cellular;13;apr;179;4;-1;0;unknown;no
43;blue-collar;married;primary;no;-101;yes;no;unknown;14;may;122;4;-1;0;unknown;no
72;retired;married;secondary;no;17739;no;no;cellular;11;sep;135;4;-1;0;unknown;no
41;management;married;tertiary;no;3016;yes;no;cellular;14;jul;80;3;-1;0;unknown;no
25;student;single;secondary;no;548;no;yes;cellular;16;jun;281;1;-1;0;unknown;no
61;retired;married;secondary;no;280;yes;no;unknown;15;may;88;3;-1;0;unknown;no
44;management;married;tertiary;no;4968;yes;no;cellular;30;jul;76;14;-1;0;unknown;no
50;services;divorced;secondary;yes;-210;no;yes;cellular;21;aug;153;7;-1;0;unknown;no
54;blue-collar;married;secondary;no;-10;yes;no;cellular;21;nov;490;2;-1;0;unknown;no
26;blue-collar;single;secondary;no;396;yes;no;unknown;28;may;302;1;-1;0;unknown;no
23;technician;single;tertiary;no;1502;no;no;cellular;12;aug;96;1;-1;0;unknown;no
39;management;married;tertiary;no;606;no;no;cellular;4;feb;79;1;-1;0;unknown;no
55;unemployed;single;primary;no;5;yes;no;unknown;30;may;63;2;-1;0;unknown;no
33;management;divorced;tertiary;no;433;no;no;cellular;21;aug;575;4;-1;0;unknown;no
38;blue-collar;married;secondary;no;99;no;no;telephone;29;jan;191;2;-1;0;unknown;no
27;technician;single;secondary;no;405;no;no;cellular;26;may;256;1;-1;0;unknown;no
36;blue-collar;married;primary;no;95;yes;no;unknown;9;may;255;2;-1;0;unknown;no
65;retired;divorced;unknown;no;300;no;no;cellular;2;aug;245;2;-1;0;unknown;no
48;management;divorced;tertiary;no;108;yes;no;unknown;27;may;89;2;-1;0;unknown;no
58;blue-collar;married;secondary;no;72;no;no;cellular;19;aug;235;5;-1;0;unknown;no
31;entrepreneur;married;tertiary;no;5156;yes;no;cellular;28;jul;147;3;-1;0;unknown;no
26;technician;married;secondary;no;523;no;no;cellular;4;jun;221;1;126;1;failure;no
46;technician;divorced;secondary;no;-205;yes;no;unknown;2;jun;126;1;-1;0;unknown;no
45;technician;married;tertiary;no;3626;no;no;unknown;19;jun;2485;2;-1;0;unknown;no
44;blue-collar;married;secondary;no;289;no;no;unknown;11;jun;300;1;-1;0;unknown;no
55;admin.;married;secondary;no;865;yes;no;cellular;17;apr;85;1;151;1;failure;no
52;technician;married;unknown;no;989;no;no;cellular;5;aug;88;1;-1;0;unknown;no
29;blue-collar;married;secondary;no;15;yes;yes;unknown;9;may;432;2;-1;0;unknown;no
45;blue-collar;married;secondary;no;-221;yes;yes;unknown;3;jun;170;1;-1;0;unknown;no
33;blue-collar;married;primary;no;28;no;yes;cellular;5;feb;144;2;-1;0;unknown;no
49;admin.;married;secondary;yes;15;no;no;unknown;12;may;290;5;-1;0;unknown;no
38;unemployed;married;primary;no;-363;no;no;unknown;12;jun;340;2;-1;0;unknown;no
28;management;single;tertiary;no;4013;yes;no;unknown;4;jun;386;1;-1;0;unknown;no
36;unemployed;married;secondary;no;533;yes;no;cellular;2;feb;619;1;272;1;failure;no
35;blue-collar;married;secondary;no;807;yes;no;unknown;29;may;1185;3;-1;0;unknown;no
55;services;divorced;secondary;no;1817;no;no;cellular;30;jul;404;4;-1;0;unknown;no
42;self-employed;married;primary;no;3717;no;no;unknown;20;jun;235;1;-1;0;unknown;no
31;management;single;tertiary;no;596;no;no;cellular;17;dec;184;6;196;2;failure;no
59;housemaid;married;primary;no;0;yes;no;cellular;22;jul;186;2;-1;0;unknown;no
40;technician;married;secondary;no;657;yes;no;cellular;30;jul;159;2;-1;0;unknown;no
47;services;married;secondary;no;1717;no;no;cellular;20;aug;216;9;-1;0;unknown;no
26;blue-collar;single;secondary;no;6;no;yes;telephone;7;jul;360;3;-1;0;unknown;no
32;management;single;secondary;no;388;no;no;telephone;4;may;846;2;-1;0;unknown;no
37;services;married;secondary;no;405;yes;no;unknown;21;may;51;2;-1;0;unknown;no
34;technician;married;secondary;no;545;yes;no;cellular;25;aug;96;4;-1;0;unknown;no
45;management;divorced;secondary;no;705;no;no;cellular;20;aug;132;4;-1;0;unknown;no
31;management;married;tertiary;no;720;yes;no;cellular;9;nov;94;3;-1;0;unknown;no
57;self-employed;married;tertiary;no;350;no;no;cellular;26;may;132;6;112;3;failure;no
33;blue-collar;married;secondary;no;5164;no;no;cellular;13;aug;238;2;265;1;failure;no
41;admin.;married;tertiary;no;96;yes;no;cellular;28;jul;269;7;-1;0;unknown;no
44;management;divorced;tertiary;no;3;no;no;cellular;6;may;248;1;-1;0;unknown;no
43;technician;single;tertiary;no;1017;yes;no;unknown;19;may;257;2;-1;0;unknown;no
33;management;married;tertiary;no;335;no;no;cellular;12;may;527;2;-1;0;unknown;no
36;management;married;tertiary;no;446;yes;no;telephone;16;jul;174;5;-1;0;unknown;no
45;technician;married;tertiary;no;2699;yes;no;cellular;29;jun;264;4;-1;0;unknown;no
29;blue-collar;married;secondary;no;5903;yes;no;unknown;8;may;194;1;-1;0;unknown;no
44;services;single;secondary;no;492;yes;no;cellular;12;may;56;1;361;2;other;no
37;admin.;married;secondary;no;96;no;no;cellular;5;feb;102;1;182;3;success;no
40;blue-collar;single;primary;no;1780;no;yes;unknown;11;jun;114;1;-1;0;unknown;no
60;blue-collar;married;unknown;no;231;yes;no;unknown;12;may;57;2;-1;0;unknown;no
35;management;single;tertiary;no;2975;no;no;cellular;8;aug;249;2;-1;0;unknown;no
56;technician;married;tertiary;no;1062;no;no;unknown;20;jun;37;2;-1;0;unknown;no
52;blue-collar;married;primary;no;117;no;yes;cellular;24;jul;164;2;-1;0;unknown;no
41;admin.;divorced;tertiary;no;-298;yes;no;cellular;5;may;397;1;-1;0;unknown;no
34;technician;married;secondary;no;2019;yes;yes;unknown;27;jun;102;1;-1;0;unknown;no
33;entrepreneur;divorced;primary;no;596;no;yes;cellular;5;feb;308;1;213;1;other;no
31;admin.;married;secondary;no;1262;yes;no;cellular;20;apr;74;2;-1;0;unknown;no
50;admin.;divorced;secondary;no;769;no;no;cellular;28;jul;72;2;363;4;failure;no
34;management;single;tertiary;no;382;no;no;cellular;3;nov;193;1;-1;0;unknown;no
59;entrepreneur;married;tertiary;no;-23;no;yes;cellular;20;aug;195;7;-1;0;unknown;no
57;self-employed;married;primary;no;1013;yes;no;unknown;7;may;448;1;-1;0;unknown;no
52;management;married;tertiary;no;52;no;yes;cellular;18;aug;124;4;-1;0;unknown;no
34;admin.;married;tertiary;no;35;yes;no;cellular;15;oct;76;1;69;2;failure;no
